DBN,School Name,School Type,Student Achievement - Section Rating,Student Achievement - Section Score,Metric Rating - 4-Year Graduation Rate - Black or Hispanic Males in Lowest Third Citywide,N count - 4-Year Graduation Rate - Black or Hispanic Males in Lowest Third Citywide,Percent of Enrollment - 4-Year Graduation Rate - Black or Hispanic Males in Lowest Third Citywide,Population Percent of Range - 4-Year Graduation Rate - Black or Hispanic Males in Lowest Third Citywide,Metric Value - 4-Year Graduation Rate - Black or Hispanic Males in Lowest Third Citywide,Approaching Target For 2019 - 4-Year Graduation Rate - Black or Hispanic Males in Lowest Third Citywide,Meeting Target For 2019 - 4-Year Graduation Rate - Black or Hispanic Males in Lowest Third Citywide,Exceeding Target For 2019 - 4-Year Graduation Rate - Black or Hispanic Males in Lowest Third Citywide,Metric Score - 4-Year Graduation Rate - Black or Hispanic Males in Lowest Third Citywide,"Metric Rating - 4-Year Graduation Rate - Self-Contained, Integrated Co-Teaching, or SETSS","N count - 4-Year Graduation Rate - Self-Contained, Integrated Co-Teaching, or SETSS","Percent of Enrollment - 4-Year Graduation Rate - Self-Contained, Integrated Co-Teaching, or SETSS","Population Percent of Range - 4-Year Graduation Rate - Self-Contained, Integrated Co-Teaching, or SETSS","Metric Value - 4-Year Graduation Rate - Self-Contained, Integrated Co-Teaching, or SETSS","Approaching Target For 2019 - 4-Year Graduation Rate - Self-Contained, Integrated Co-Teaching, or SETSS","Meeting Target For 2019 - 4-Year Graduation Rate - Self-Contained, Integrated Co-Teaching, or SETSS","Exceeding Target For 2019 - 4-Year Graduation Rate - Self-Contained, Integrated Co-Teaching, or SETSS","Metric Score - 4-Year Graduation Rate - Self-Contained, Integrated Co-Teaching, or SETSS",Metric Rating - 4-Year Graduation Rate - English Language Learners,N count - 4-Year Graduation Rate - English Language Learners,Percent of Enrollment - 4-Year Graduation Rate - English Language Learners,Population Percent of Range - 4-Year Graduation Rate - English Language Learners,Metric Value - 4-Year Graduation Rate - English Language Learners,Approaching Target For 2019 - 4-Year Graduation Rate - English Language Learners,Meeting Target For 2019 - 4-Year Graduation Rate - English Language Learners,Exceeding Target For 2019 - 4-Year Graduation Rate - English Language Learners,Metric Score - 4-Year Graduation Rate - English Language Learners,Metric Rating - 4-Year Graduation Rate - Lowest Third Citywide,N count - 4-Year Graduation Rate - Lowest Third Citywide,Percent of Enrollment - 4-Year Graduation Rate - Lowest Third Citywide,Population Percent of Range - 4-Year Graduation Rate - Lowest Third Citywide,Metric Value - 4-Year Graduation Rate - Lowest Third Citywide,Approaching Target For 2019 - 4-Year Graduation Rate - Lowest Third Citywide,Meeting Target For 2019 - 4-Year Graduation Rate - Lowest Third Citywide,Exceeding Target For 2019 - 4-Year Graduation Rate - Lowest Third Citywide,Metric Score - 4-Year Graduation Rate - Lowest Third Citywide,"Metric Rating - Postsecondary Enrollment Rate - 6 Months, Lowest Third Citywide","N count - Postsecondary Enrollment Rate - 6 Months, Lowest Third Citywide","Percent of Enrollment - Postsecondary Enrollment Rate - 6 Months, Lowest Third Citywide","Population Percent of Range - Postsecondary Enrollment Rate - 6 Months, Lowest Third Citywide","Metric Value - Postsecondary Enrollment Rate - 6 Months, Lowest Third Citywide","Approaching Target For 2019 - Postsecondary Enrollment Rate - 6 Months, Lowest Third Citywide","Meeting Target For 2019 - Postsecondary Enrollment Rate - 6 Months, Lowest Third Citywide","Exceeding Target For 2019 - Postsecondary Enrollment Rate - 6 Months, Lowest Third Citywide","Metric Score - Postsecondary Enrollment Rate - 6 Months, Lowest Third Citywide","Metric Rating - College and Career Preparatory Course Index, Lowest Third Citywide","N count - College and Career Preparatory Course Index, Lowest Third Citywide","Percent of Enrollment - College and Career Preparatory Course Index, Lowest Third Citywide","Population Percent of Range - College and Career Preparatory Course Index, Lowest Third Citywide","Metric Value - College and Career Preparatory Course Index, Lowest Third Citywide","Approaching Target For 2019 - College and Career Preparatory Course Index, Lowest Third Citywide","Meeting Target For 2019 - College and Career Preparatory Course Index, Lowest Third Citywide","Exceeding Target For 2019 - College and Career Preparatory Course Index, Lowest Third Citywide","Metric Score - College and Career Preparatory Course Index, Lowest Third Citywide","Metric Rating - 4-Year College Readiness Index, Lowest Third Citywide","N count - 4-Year College Readiness Index, Lowest Third Citywide","Percent of Enrollment - 4-Year College Readiness Index, Lowest Third Citywide","Population Percent of Range - 4-Year College Readiness Index, Lowest Third Citywide","Metric Value - 4-Year College Readiness Index, Lowest Third Citywide","Approaching Target For 2019 - 4-Year College Readiness Index, Lowest Third Citywide","Meeting Target For 2019 - 4-Year College Readiness Index, Lowest Third Citywide","Exceeding Target For 2019 - 4-Year College Readiness Index, Lowest Third Citywide","Metric Score - 4-Year College Readiness Index, Lowest Third Citywide",Metric Rating - College Persistence,N count - College Persistence,Metric Value - College Persistence,Approaching Target For 2019 - College Persistence,Meeting Target For 2019 - College Persistence,Exceeding Target For 2019 - College Persistence,Metric Score - College Persistence
16K765,Nelson Mandela High School,High School,Approaching Target,2.77,Exceeding Target,19,28.4%,64.1%,73.7%,33.6%,51.0%,64.3%,4.51,Exceeding Target,19,28.4%,72.1%,78.9%,39.4%,54.2%,65.6%,4.81,,.,0.0%,0.0%,N<10,37.4%,55.0%,64.8%,.,Exceeding Target,36,53.7%,71.6%,72.2%,41.2%,56.6%,65.5%,4.37,Exceeding Target,28,38.9%,52.0%,46.4%,21.5%,32.5%,43.0%,4.20,Not Meeting Target,36,53.7%,71.6%,0.0%,5.0%,10.0%,15.0%,1.00,Approaching Target,36,53.7%,71.6%,8.3%,6.2%,12.6%,16.7%,2.33,,1,N<15,.,.,.,.
17K122,Pathways in Technology Early College High School (,High School,Meeting Target,3.14,Approaching Target,30,25.9%,58.5%,53.3%,46.2%,63.6%,76.9%,2.41,Approaching Target,25,21.6%,54.8%,56.0%,54.9%,69.7%,81.1%,2.07,,.,0.0%,0.0%,N<10,53.6%,71.2%,81.0%,.,Approaching Target,41,35.3%,47.1%,58.5%,55.4%,70.8%,79.7%,2.20,Approaching Target,24,22.0%,29.4%,45.8%,34.9%,45.9%,56.4%,2.99,Exceeding Target,41,35.3%,47.1%,34.1%,5.3%,18.6%,31.7%,4.10,Exceeding Target,41,35.3%,47.1%,36.6%,11.9%,24.0%,31.6%,4.30,Not Meeting Target,87,29.9%,48.2%,56.2%,63.0%,1.00
17K382,Academy for College Preparation and Career Explora,High School,Approaching Target,2.99,Exceeding Target,16,25.4%,57.3%,62.5%,30.5%,47.9%,61.2%,4.07,Meeting Target,17,27.0%,68.5%,64.7%,45.6%,60.4%,71.8%,3.38,,6,9.5%,15.9%,N<10,45.7%,63.3%,73.1%,.,Meeting Target,31,49.2%,65.6%,61.3%,38.9%,54.3%,63.2%,3.79,Exceeding Target,31,48.4%,64.7%,45.2%,21.8%,32.8%,43.3%,4.11,Not Meeting Target,31,49.2%,65.6%,3.2%,5.0%,10.0%,15.0%,1.64,Not Meeting Target,31,49.2%,65.6%,6.5%,6.9%,13.9%,18.4%,1.94,Meeting Target,64,35.9%,24.2%,32.2%,39.0%,3.54
17K408,Academy of Hospitality and Tourism,High School,Meeting Target,3.63,Exceeding Target,7,20.0%,45.1%,71.4%,24.3%,41.7%,55.0%,4.89,,5,14.3%,36.3%,N<10,48.5%,63.3%,74.7%,.,,6,17.1%,28.6%,N<10,46.3%,63.9%,73.7%,.,Exceeding Target,13,37.1%,49.5%,76.9%,35.3%,50.7%,59.6%,4.95,Exceeding Target,28,52.8%,70.6%,67.9%,19.6%,30.1%,40.2%,4.99,Exceeding Target,13,37.1%,49.5%,46.2%,5.0%,10.0%,15.0%,4.99,Approaching Target,13,37.1%,49.5%,7.7%,5.4%,10.8%,14.3%,2.43,Exceeding Target,55,43.3%,25.1%,33.1%,39.9%,4.29
17K524,International High School at Prospect Heights,High School,Meeting Target,3.46,Meeting Target,28,26.9%,60.7%,35.7%,20.0%,33.1%,46.4%,3.20,,8,7.7%,19.5%,N<10,41.1%,55.9%,67.3%,.,Approaching Target,102,98.1%,100.0%,57.8%,51.9%,69.5%,79.3%,2.34,Approaching Target,62,59.6%,79.5%,41.9%,32.0%,47.4%,56.3%,2.64,Meeting Target,74,71.2%,95.2%,43.2%,23.2%,34.2%,44.7%,3.86,Exceeding Target,62,59.6%,79.5%,69.4%,5.0%,14.6%,24.9%,4.99,Approaching Target,62,59.6%,79.5%,11.3%,7.2%,14.6%,19.3%,2.55,Meeting Target,93,33.3%,24.0%,32.0%,38.8%,3.19
17K528,The High School for Global Citizenship,High School,Approaching Target,2.95,Exceeding Target,6,16.2%,36.6%,66.7%,33.9%,51.3%,64.6%,4.11,,6,16.2%,41.1%,N<10,46.2%,61.0%,72.4%,.,,9,24.3%,40.7%,N<10,48.6%,66.2%,76.0%,.,Meeting Target,13,35.1%,46.8%,61.5%,42.2%,57.6%,66.5%,3.44,Exceeding Target,18,38.3%,51.2%,50.0%,20.2%,31.1%,41.5%,4.50,Exceeding Target,13,35.1%,46.8%,46.2%,5.0%,10.0%,16.4%,4.99,Approaching Target,13,35.1%,46.8%,15.4%,9.0%,18.1%,23.9%,2.70,Meeting Target,59,40.7%,29.2%,37.2%,44.0%,3.51
17K531,"School for Human Rights, The",High School,Meeting Target,3.66,Exceeding Target,23,22.1%,49.9%,73.9%,28.6%,46.0%,59.3%,4.79,Exceeding Target,23,22.1%,56.1%,82.6%,46.1%,60.9%,72.3%,4.63,,7,6.7%,11.2%,N<10,39.7%,57.3%,67.1%,.,Exceeding Target,36,34.6%,46.1%,72.2%,35.5%,50.9%,59.8%,4.68,Exceeding Target,43,36.1%,48.3%,48.8%,20.3%,31.2%,41.6%,4.42,Exceeding Target,36,34.6%,46.1%,22.2%,5.0%,10.0%,15.0%,4.99,Exceeding Target,36,34.6%,46.1%,16.7%,6.2%,12.4%,16.4%,4.03,Meeting Target,58,44.8%,34.6%,42.6%,49.4%,3.32
17K537,High School for Youth and Community Development at,High School,Meeting Target,3.39,Exceeding Target,31,31.3%,70.7%,71.0%,36.2%,53.6%,66.9%,4.22,Exceeding Target,25,25.3%,64.2%,84.0%,44.2%,59.0%,70.4%,4.83,,14,14.1%,23.6%,42.9%,44.0%,61.6%,71.4%,.,Meeting Target,42,42.4%,56.5%,69.0%,44.9%,60.3%,69.2%,3.98,Exceeding Target,48,38.4%,51.3%,45.8%,22.3%,33.3%,43.8%,4.12,Approaching Target,42,42.4%,56.5%,6.0%,5.0%,10.0%,15.0%,2.20,Meeting Target,42,42.4%,56.5%,14.3%,6.8%,13.7%,18.1%,3.14,Approaching Target,96,33.3%,28.5%,36.5%,43.3%,2.60
17K539,High School for Service & Learning at Erasmus,High School,Meeting Target,3.28,Exceeding Target,24,30.4%,68.6%,75.0%,28.7%,46.1%,59.4%,4.84,Exceeding Target,13,16.5%,41.9%,69.2%,42.6%,57.4%,68.8%,4.02,Approaching Target,17,21.5%,36.0%,47.1%,46.8%,64.4%,74.2%,2.02,Exceeding Target,35,44.3%,59.1%,65.7%,35.2%,50.6%,59.5%,4.34,Meeting Target,56,45.5%,60.8%,28.6%,16.8%,25.9%,34.5%,3.31,Approaching Target,35,44.3%,59.1%,8.6%,5.0%,10.0%,15.0%,2.72,Meeting Target,35,44.3%,59.1%,14.3%,6.8%,13.8%,18.2%,3.11,Meeting Target,82,40.2%,27.9%,35.9%,42.7%,3.63
17K543,"Science, Technology and Research Early College Hig",High School,Meeting Target,3.96,,5,5.6%,12.6%,100.0%,.,.,.,.,,5,5.6%,14.2%,N<10,68.6%,79.5%,87.9%,.,,.,0.0%,0.0%,N<10,69.2%,81.7%,88.7%,.,,6,6.7%,8.9%,100.0%,68.3%,79.8%,86.4%,.,,5,6.9%,9.2%,0.0%,31.2%,42.2%,52.7%,.,,6,6.7%,8.9%,50.0%,10.1%,28.2%,46.0%,.,,6,6.7%,8.9%,50.0%,23.2%,36.7%,45.3%,.,Exceeding Target,85,84.7%,67.5%,75.5%,82.3%,4.20
17K546,High School for Public Service: Heroes of Tomorrow,High School,Meeting Target,3.39,,8,7.6%,17.2%,50.0%,45.2%,62.6%,75.9%,.,Approaching Target,18,17.1%,43.4%,66.7%,57.8%,72.5%,83.8%,2.61,,5,4.8%,8.0%,N<10,57.5%,74.8%,84.5%,.,Meeting Target,20,19.0%,25.3%,75.0%,55.3%,70.7%,79.6%,3.48,,16,13.8%,18.4%,56.3%,36.1%,47.1%,57.6%,.,Approaching Target,20,19.0%,25.3%,15.0%,5.0%,16.1%,27.4%,2.90,Approaching Target,20,19.0%,25.3%,20.0%,10.3%,20.9%,27.6%,2.92,Exceeding Target,93,86.0%,56.9%,64.9%,71.7%,4.99
17K547,Brooklyn Academy of Science and the Environment,High School,Meeting Target,3.26,Meeting Target,33,27.3%,61.6%,60.6%,32.7%,50.1%,63.4%,3.79,Approaching Target,19,15.7%,39.8%,52.6%,40.3%,55.1%,66.5%,2.83,,10,8.3%,13.9%,90.0%,39.4%,57.0%,66.8%,.,Exceeding Target,44,36.4%,48.5%,65.9%,40.6%,56.0%,64.9%,4.05,Approaching Target,34,39.1%,52.3%,26.5%,19.0%,29.3%,39.1%,2.73,Approaching Target,44,36.4%,48.5%,5.7%,5.0%,10.0%,16.2%,2.14,Exceeding Target,44,36.4%,48.5%,36.4%,7.6%,15.3%,20.2%,4.99,Exceeding Target,95,49.5%,32.3%,40.3%,47.1%,4.20
17K548,Brooklyn School for Music & Theatre,High School,Approaching Target,2.80,Exceeding Target,10,14.9%,33.6%,70.0%,38.0%,55.4%,68.7%,4.07,Approaching Target,20,29.9%,75.9%,50.0%,35.7%,50.5%,61.9%,2.97,,4,6.0%,10.1%,N<10,46.3%,63.9%,73.7%,.,Meeting Target,39,58.2%,77.6%,69.2%,47.1%,62.5%,71.4%,3.75,Meeting Target,42,53.8%,71.9%,38.1%,26.8%,37.8%,48.3%,3.03,Not Meeting Target,39,58.2%,77.6%,2.6%,5.0%,10.0%,16.9%,1.52,Not Meeting Target,39,58.2%,77.6%,7.7%,7.9%,15.9%,21.0%,1.97,Approaching Target,82,42.7%,34.8%,42.8%,49.6%,2.99
17K590,Medgar Evers College Preparatory School,High School,Meeting Target,3.51,,8,4.1%,9.3%,62.5%,44.1%,61.5%,74.8%,.,,11,5.6%,14.2%,54.5%,61.2%,74.7%,85.1%,.,,.,0.0%,0.0%,N<10,52.8%,70.4%,80.2%,.,,10,5.1%,6.8%,60.0%,51.2%,66.6%,75.5%,.,,12,5.8%,7.8%,75.0%,44.2%,55.2%,65.7%,.,,10,5.1%,6.8%,20.0%,5.0%,17.3%,29.4%,.,,10,5.1%,6.8%,40.0%,8.7%,17.5%,23.1%,.,Approaching Target,240,74.2%,68.1%,76.1%,82.9%,2.76
17K600,Clara Barton High School,High School,Meeting Target,3.03,Approaching Target,30,11.6%,26.2%,53.3%,38.9%,56.3%,69.6%,2.83,Approaching Target,53,20.5%,52.0%,43.4%,42.7%,57.5%,68.9%,2.05,Meeting Target,42,16.3%,27.3%,66.7%,46.8%,64.4%,74.2%,3.23,Approaching Target,96,37.2%,49.6%,58.3%,47.8%,63.2%,72.1%,2.68,Meeting Target,121,42.6%,57.0%,43.0%,30.0%,41.0%,51.5%,3.19,Exceeding Target,96,37.2%,49.6%,31.3%,5.0%,15.0%,25.5%,4.31,Approaching Target,96,37.2%,49.6%,13.5%,10.8%,21.8%,28.7%,2.25,Meeting Target,285,52.3%,40.2%,48.2%,55.0%,3.60
17K745,Brooklyn Institute for Liberal Arts,High School,Exceeding Target,4.34,Meeting Target,11,12.9%,29.1%,63.6%,36.7%,54.1%,67.4%,3.71,Meeting Target,16,18.8%,47.7%,75.0%,55.2%,70.0%,81.4%,3.44,,6,7.1%,11.9%,N<10,52.0%,69.6%,79.4%,.,Exceeding Target,22,25.9%,34.5%,77.3%,47.0%,62.4%,71.3%,4.33,Exceeding Target,27,34.2%,45.7%,59.3%,21.2%,32.2%,42.7%,4.97,Meeting Target,22,25.9%,34.5%,18.2%,5.0%,14.3%,24.4%,3.39,Exceeding Target,22,25.9%,34.5%,36.4%,11.8%,23.8%,31.4%,4.30,Exceeding Target,85,52.9%,36.8%,44.8%,51.6%,4.11
17K751,Academy for Health Careers,High School,Meeting Target,3.22,,8,10.7%,24.2%,62.5%,39.8%,57.2%,70.5%,.,Meeting Target,11,14.7%,37.3%,72.7%,47.9%,62.7%,74.1%,3.88,,6,8.0%,13.4%,N<10,50.6%,68.2%,78.0%,.,Meeting Target,34,45.3%,60.4%,70.6%,52.2%,67.6%,76.5%,3.34,Approaching Target,26,29.9%,40.0%,34.6%,24.3%,35.3%,45.8%,2.94,Not Meeting Target,34,45.3%,60.4%,0.0%,5.0%,13.5%,22.9%,1.00,Not Meeting Target,34,45.3%,60.4%,8.8%,11.5%,23.3%,30.7%,1.77,Meeting Target,80,51.3%,38.0%,46.0%,52.8%,3.78
18K563,It Takes a Village Academy,High School,Exceeding Target,4.14,Exceeding Target,29,18.5%,41.8%,75.9%,25.1%,42.5%,55.8%,4.99,Meeting Target,16,10.2%,25.9%,75.0%,56.8%,71.6%,83.0%,3.30,Exceeding Target,52,33.1%,55.4%,82.7%,41.4%,59.0%,68.8%,4.89,Exceeding Target,39,24.8%,33.1%,76.9%,37.2%,52.6%,61.5%,4.84,Exceeding Target,44,29.1%,38.9%,50.0%,18.8%,28.8%,38.5%,4.73,Exceeding Target,39,24.8%,33.1%,48.7%,5.0%,13.6%,23.1%,4.99,Exceeding Target,39,24.8%,33.1%,41.0%,9.4%,19.0%,25.1%,4.99,Exceeding Target,166,47.0%,30.2%,38.2%,45.0%,4.17
18K566,Brooklyn Generation School,High School,Approaching Target,2.91,Meeting Target,11,23.4%,52.8%,54.5%,29.3%,46.7%,60.0%,3.59,Approaching Target,10,21.3%,54.1%,40.0%,31.6%,46.4%,57.8%,2.57,,7,14.9%,25.0%,N<10,32.5%,50.1%,59.9%,.,Approaching Target,21,44.7%,59.6%,52.4%,38.2%,53.6%,62.5%,2.92,Approaching Target,23,51.1%,68.3%,26.1%,22.7%,33.7%,44.2%,2.31,Not Meeting Target,21,44.7%,59.6%,4.8%,5.0%,10.0%,15.0%,1.96,Approaching Target,21,44.7%,59.6%,9.5%,5.4%,10.8%,14.3%,2.76,Exceeding Target,61,45.9%,30.1%,38.1%,44.9%,4.08
18K567,Brooklyn Theatre Arts High School,High School,Meeting Target,3.03,Exceeding Target,27,34.6%,78.1%,74.1%,39.0%,56.4%,69.7%,4.24,,6,7.7%,19.5%,N<10,48.6%,63.4%,74.8%,.,,2,2.6%,4.4%,N<10,44.8%,62.4%,72.2%,.,Exceeding Target,37,47.4%,63.2%,78.4%,49.7%,65.1%,74.0%,4.24,Meeting Target,35,44.3%,59.2%,51.4%,31.1%,42.1%,52.6%,3.89,Approaching Target,37,47.4%,63.2%,10.8%,5.0%,12.8%,21.7%,2.74,Meeting Target,37,47.4%,63.2%,27.0%,11.4%,23.1%,30.4%,3.53,Approaching Target,99,36.4%,32.2%,40.2%,47.0%,2.53
18K569,Kurt Hahn Expeditionary Learning School,High School,Meeting Target,3.96,Meeting Target,29,32.6%,73.6%,72.4%,42.4%,59.8%,73.1%,3.95,Meeting Target,24,27.0%,68.5%,66.7%,44.7%,59.5%,70.9%,3.63,,5,5.6%,9.4%,N<10,41.7%,59.3%,69.1%,.,Meeting Target,48,53.9%,71.9%,68.8%,48.7%,64.1%,73.0%,3.53,Exceeding Target,51,50.0%,66.8%,51.0%,23.9%,34.9%,45.4%,4.33,Meeting Target,48,53.9%,71.9%,10.4%,5.0%,10.2%,17.3%,3.03,Exceeding Target,48,53.9%,71.9%,27.1%,7.6%,15.4%,20.3%,4.64,Exceeding Target,70,47.1%,31.6%,39.6%,46.4%,4.06
18K576,Victory Collegiate High School,High School,Approaching Target,2.94,Meeting Target,17,21.5%,48.5%,58.8%,35.1%,52.5%,65.8%,3.47,Exceeding Target,15,19.0%,48.2%,80.0%,45.9%,60.7%,72.1%,4.48,,7,8.9%,14.9%,N<10,42.7%,60.3%,70.1%,.,Meeting Target,31,39.2%,52.3%,61.3%,41.0%,56.4%,65.3%,3.55,Exceeding Target,43,40.6%,54.3%,46.5%,23.5%,34.5%,45.0%,4.09,Approaching Target,31,39.2%,52.3%,6.5%,5.0%,10.0%,15.0%,2.30,Approaching Target,31,39.2%,52.3%,9.7%,6.9%,14.0%,18.5%,2.39,Approaching Target,66,37.9%,32.6%,40.6%,47.4%,2.66
18K617,High School for Innovation in Advertising and Medi,High School,Approaching Target,2.73,Approaching Target,14,23.0%,51.9%,57.1%,41.5%,58.9%,72.2%,2.90,Exceeding Target,10,16.4%,41.6%,80.0%,37.8%,52.6%,64.0%,4.98,,9,14.8%,24.8%,N<10,43.5%,61.1%,70.9%,.,Meeting Target,28,45.9%,61.2%,75.0%,51.4%,66.8%,75.7%,3.92,Approaching Target,33,53.2%,71.1%,24.2%,20.6%,31.6%,42.1%,2.33,Not Meeting Target,28,45.9%,61.2%,3.6%,5.0%,11.4%,19.4%,1.72,Approaching Target,28,45.9%,61.2%,17.9%,10.4%,21.0%,27.7%,2.71,Approaching Target,66,37.5%,33.7%,41.7%,48.5%,2.48
18K629,Cultural Academy for the Arts and Sciences,High School,Meeting Target,3.25,Approaching Target,26,32.5%,73.4%,42.3%,38.1%,55.5%,68.8%,2.24,Not Meeting Target,12,15.0%,38.1%,41.7%,42.7%,57.5%,68.9%,1.94,Meeting Target,18,22.5%,37.7%,61.1%,41.7%,59.3%,69.1%,3.18,Not Meeting Target,39,48.8%,65.1%,43.6%,45.4%,60.8%,69.7%,1.90,Approaching Target,35,38.5%,51.5%,22.9%,18.5%,28.4%,37.9%,2.44,Meeting Target,39,48.8%,65.1%,12.8%,5.0%,10.0%,15.0%,3.56,Approaching Target,39,48.8%,65.1%,12.8%,8.4%,16.9%,22.3%,2.52,Meeting Target,89,38.2%,28.5%,36.5%,43.3%,3.25
18K633,High School for Medical Professions,High School,Meeting Target,3.11,Meeting Target,18,15.9%,35.9%,72.2%,46.5%,63.9%,77.2%,3.62,Meeting Target,14,12.4%,31.5%,78.6%,57.9%,72.5%,83.8%,3.54,,2,1.8%,3.0%,N<10,53.7%,71.3%,81.1%,.,Meeting Target,36,31.9%,42.5%,77.8%,57.8%,73.0%,81.9%,3.54,Approaching Target,23,20.5%,27.4%,47.8%,38.9%,49.9%,60.4%,2.81,Not Meeting Target,36,31.9%,42.5%,2.8%,5.0%,17.5%,29.7%,1.56,Approaching Target,36,31.9%,42.5%,13.9%,12.3%,24.8%,32.7%,2.13,Exceeding Target,99,76.8%,48.1%,56.1%,62.9%,4.99
18K637,Academy for Conservation and the Environment,High School,Meeting Target,3.97,Exceeding Target,20,23.3%,52.6%,75.0%,32.3%,49.7%,63.0%,4.65,Meeting Target,12,14.0%,35.5%,50.0%,35.0%,49.8%,61.2%,3.02,Meeting Target,19,22.1%,37.0%,73.7%,47.4%,65.0%,74.8%,3.89,Exceeding Target,32,37.2%,49.6%,71.9%,40.6%,56.0%,64.9%,4.38,Meeting Target,29,38.7%,51.7%,27.6%,13.9%,21.4%,28.5%,3.87,Exceeding Target,32,37.2%,49.6%,50.0%,5.0%,10.0%,15.0%,4.99,Approaching Target,32,37.2%,49.6%,15.6%,8.6%,17.4%,23.0%,2.80,Exceeding Target,72,56.3%,26.6%,34.6%,41.4%,4.99
18K642,Urban Action Academy,High School,Approaching Target,2.68,Not Meeting Target,20,24.7%,55.8%,30.0%,32.7%,50.1%,63.4%,1.81,Not Meeting Target,10,12.3%,31.2%,20.0%,30.3%,45.1%,56.5%,1.41,Approaching Target,19,23.5%,39.4%,47.4%,45.9%,63.5%,73.3%,2.09,Not Meeting Target,37,45.7%,60.9%,35.1%,40.0%,55.4%,64.3%,1.72,Not Meeting Target,41,51.3%,68.6%,17.1%,19.3%,29.7%,39.6%,1.89,Approaching Target,37,45.7%,60.9%,8.1%,5.0%,10.0%,15.0%,2.62,Approaching Target,37,45.7%,60.9%,13.5%,7.9%,16.0%,21.1%,2.69,Exceeding Target,88,46.3%,24.3%,32.3%,39.1%,4.61
19K404,Academy for Young Writers,High School,Meeting Target,3.48,Meeting Target,12,16.7%,37.7%,66.7%,40.4%,57.8%,71.1%,3.67,Exceeding Target,12,16.7%,42.4%,75.0%,38.6%,53.4%,64.8%,4.62,,2,2.8%,4.7%,N<10,49.3%,66.9%,76.7%,.,Exceeding Target,25,34.7%,46.3%,80.0%,50.1%,65.5%,74.4%,4.31,Exceeding Target,26,39.4%,52.7%,61.5%,37.9%,48.9%,59.4%,4.12,Approaching Target,25,34.7%,46.3%,6.0%,5.0%,13.4%,22.8%,2.12,Exceeding Target,25,34.7%,46.3%,28.0%,9.9%,20.0%,26.4%,4.12,Exceeding Target,117,69.9%,45.6%,53.6%,60.4%,4.80
19K409,East New York Family Academy,High School,Meeting Target,3.96,Exceeding Target,14,23.3%,52.6%,92.9%,45.9%,63.3%,76.6%,4.88,Exceeding Target,15,25.0%,63.5%,100.0%,55.8%,70.6%,82.0%,4.99,,1,1.7%,2.8%,N<10,52.5%,70.1%,79.9%,.,Exceeding Target,20,33.3%,44.4%,90.0%,54.0%,69.4%,78.3%,4.64,Approaching Target,23,40.4%,54.0%,34.8%,27.5%,38.5%,49.0%,2.66,Exceeding Target,20,33.3%,44.4%,80.0%,5.0%,13.1%,22.2%,4.99,Approaching Target,20,33.3%,44.4%,15.0%,10.1%,20.5%,27.0%,2.47,Meeting Target,63,63.5%,49.1%,57.1%,63.9%,3.94
19K422,Spring Creek Community School,High School,Meeting Target,3.19,Exceeding Target,21,32.8%,74.0%,90.5%,53.1%,69.6%,82.3%,4.46,Exceeding Target,18,28.1%,71.3%,100.0%,62.1%,75.3%,85.4%,4.99,,4,6.3%,10.6%,N<10,58.7%,75.5%,84.9%,.,Exceeding Target,29,45.3%,60.4%,93.1%,59.7%,74.3%,82.7%,4.60,,1,100.0%,100.0%,N<5,.,.,.,.,Approaching Target,29,45.3%,60.4%,10.3%,5.0%,15.2%,25.8%,2.52,Approaching Target,29,45.3%,60.4%,20.7%,10.9%,22.0%,29.0%,2.88,,.,N<15,.,.,.,.
19K502,FDNY - Captain Vernon A. Richard High School for F,High School,Approaching Target,2.96,Exceeding Target,27,50.0%,100.0%,70.4%,35.4%,52.8%,66.1%,4.23,Exceeding Target,13,24.1%,61.2%,69.2%,43.0%,57.8%,69.2%,4.00,,7,13.0%,21.8%,N<10,43.1%,60.7%,70.5%,.,Exceeding Target,35,64.8%,86.4%,71.4%,45.0%,60.4%,69.3%,4.11,Approaching Target,54,58.7%,78.5%,25.9%,23.1%,34.1%,44.6%,2.25,Not Meeting Target,35,64.8%,86.4%,2.9%,5.0%,10.0%,16.6%,1.58,Exceeding Target,35,64.8%,86.4%,25.7%,7.3%,14.8%,19.5%,4.60,Approaching Target,56,32.1%,28.5%,36.5%,43.3%,2.45
19K504,High School for Civil Rights,High School,Approaching Target,2.66,Meeting Target,20,28.6%,64.6%,50.0%,22.0%,39.4%,52.7%,3.80,Meeting Target,24,34.3%,87.1%,45.8%,27.3%,42.1%,53.5%,3.32,Exceeding Target,12,17.1%,28.6%,66.7%,26.2%,43.8%,53.6%,4.83,Approaching Target,40,57.1%,76.1%,45.0%,30.1%,45.5%,54.4%,2.97,Approaching Target,55,58.5%,78.2%,18.2%,15.1%,23.2%,31.0%,2.38,Not Meeting Target,40,57.1%,76.1%,2.5%,5.0%,10.0%,15.0%,1.50,Meeting Target,40,57.1%,76.1%,7.5%,3.4%,6.9%,9.1%,3.27,Approaching Target,85,22.4%,21.5%,29.5%,36.3%,2.11
